Isotope	State	Intensity (pps)	Proton current	Ion source	Info
63Eu	Eu160g	4.30E3	9	IG-LIS	
63Eu	Eu160g	1.80E3	9	IG-LIS	
63Eu	Eu160g	6.80E3	9	IG-LIS	
63Eu	Eu161g	2.20E3	9	IG-LIS	
63Eu	Eu161g	1.90E3	9	IG-LIS	
63Eu	Eu162g	3.50E2	9	IG-LIS	
63Eu	Eu163g	1.20E2	9	IG-LIS	
63Eu	Eu164g	9.80E0	9	IG-LIS	
37Rb	Rb94g	2.60E6	9	Re surface	
38Sr	Sr94g	3.50E6	9	TRILIS	
38Sr	Sr94g	1.30E9	9	TRILIS	
37Rb	Rb94g	4.50E7	9	Re surface	
37Rb	Rb94g	5.50E7	9	Re surface	
38Sr	Sr94g	2.30E8	9	Re surface	
38Sr	Sr94g	5.00E7	9	TRILIS	
37Rb	Rb94g	8.70E5	9	Re surface	
37Rb	Rb94g	9.00E5	9	Re surface	
38Sr	Sr94g	4.00E7	9	TRILIS	
37Rb	Rb94g	7.40E5	9	Re surface	
38Sr	Sr94g	2.80E7	9	TRILIS	
37Rb	Rb94g	6.40E5	9	Re surface	
38Sr	Sr94g	1.60E7	9	TRILIS	
37Rb	Rb94g	7.20E5	9	Re surface	
38Sr	Sr94g	3.50E7	9	TRILIS	
37Rb	Rb94g	5.70E5	9	Re surface	
38Sr	Sr94g	2.60E7	9	TRILIS	
37Rb	Rb94g	3.30E5	9	Re surface	
38Sr	Sr94g	1.50E7	9	TRILIS	
37Rb	Rb94g	2.00E5	9	Re surface	
38Sr	Sr94g	7.80E6	9	TRILIS	
88Ra	Ra211g	1.40E7	9	Re surface	
87Fr	Fr211g	8.20E8	9	Re surface	
87Fr	Fr213g	1.00E8	9	Re surface	
88Ra	Ra213g	2.70E7	9	Re surface	
87Fr	Fr213g	8.60E8	9	Re surface	
88Ra	Ra213g	3.50E8	9	Re surface	
11Na	Na32g	5.50E1	9	TRILIS	
12Mg	Mg33g	3.20E4	9	TRILIS	
12Mg	Mg34g	3.20E3	9	TRILIS	
87Fr	Fr211g	1.40E9	9	Re surface	
88Ra	Ra211g	3.70E7	9	Re surface	
11Na	Na27g	2.40E6	9	Re surface	
11Na	Na27g	2.00E6	9	Re surface	
11Na	Na26g	6.50E6	9	Re surface	
11Na	Na26g	4.70E6	9	Re surface	
11Na	Na28g	1.60E5	9	Re surface	
11Na	Na28g	1.50E5	9	Re surface	
11Na	Na29g	7.40E4	9	Re surface	
11Na	Na29g	4.80E4	9	Re surface	
11Na	Na30g	1.50E4	9	Re surface	
11Na	Na30g	1.40E4	9	Re surface	
11Na	Na31g	9.70E2	9	TRILIS	
11Na	Na32g	3.40E1	9	TRILIS	
12Mg	Mg30g	2.70E6	9	TRILIS	
12Mg	Mg30g	3.10E6	9	TRILIS	
12Mg	Mg31g	4.60E5	9	TRILIS	
12Mg	Mg31g	4.50E5	9	TRILIS	
12Mg	Mg32g	1.70E5	9	TRILIS	
12Mg	Mg32g	1.00E5	9	TRILIS	
12Mg	Mg33g	2.10E4	9	TRILIS	
12Mg	Mg34g	1.40E3	9	TRILIS	
12Mg	Mg35g	2.10E1	9	TRILIS	
87Fr	Fr223g	1.30E7	9	Re surface	
88Ra	Ra223g	2.60E8	9	Re surface	
87Fr	Fr223g	1.30E7	9	Re surface	
88Ra	Ra223g	2.60E8	9	Re surface	
87Fr	Fr224g	1.20E7	9	Re surface	
88Ra	Ra224g	8.20E8	9	Re surface	
87Fr	Fr224g	1.20E7	9	Re surface	
88Ra	Ra224g	8.20E8	9	Re surface	
87Fr	Fr225g	6.30E6	9	Re surface	
87Fr	Fr225g	6.30E6	9	Re surface	
87Fr	Fr226g	3.30E6	9	Re surface	
87Fr	Fr226g	3.30E6	9	Re surface	
87Fr	Fr227g	1.20E6	9	Re surface	
88Ra	Ra227g	3.60E6	9	Re surface	
87Fr	Fr227g	1.20E6	9	Re surface	
88Ra	Ra227g	3.60E6	9	Re surface	
87Fr	Fr229g	4.80E5	9	Re surface	
88Ra	Ra229g	6.10E6	9	Re surface	
87Fr	Fr229g	4.80E5	9	Re surface	
88Ra	Ra229g	6.10E6	9	Re surface	
87Fr	Fr214g	1.40E6	9	Re surface	
88Ra	Ra214g	6.60E7	9	Re surface	
87Fr	Fr214g	1.40E6	9	Re surface	
88Ra	Ra214g	6.60E7	9	Re surface	
87Fr	Fr213g	1.70E9	9	Re surface	
88Ra	Ra213g	7.10E8	9	Re surface	
87Fr	Fr213g	1.70E9	9	Re surface	
88Ra	Ra213g	7.10E8	9	Re surface	
87Fr	Fr212g	1.20E9	9	Re surface	
87Fr	Fr212g	1.70E9	9	Re surface	
88Ra	Ra212g	1.10E8	9	Re surface	
87Fr	Fr212g	1.20E9	9	Re surface	
87Fr	Fr212g	1.70E9	9	Re surface	
88Ra	Ra212g	1.10E8	9	Re surface	
87Fr	Fr211g	4.40E8	9	Re surface	
87Fr	Fr211g	1.60E9	9	Re surface	
88Ra	Ra211g	5.90E7	9	Re surface	
87Fr	Fr210g	1.00E9	9	Re surface	
87Fr	Fr210g	4.60E8	9	Re surface	
88Ra	Ra210g	1.00E7	9	Re surface	
87Fr	Fr209g	6.10E8	9	Re surface	
88Ra	Ra209g	3.40E6	9	Re surface	
87Fr	Fr203g	8.10E3	9	Re surface	
87Fr	Fr221g	1.80E7	2	Re surface	
88Ra	Ra221g	6.60E7	2	Re surface	
87Fr	Fr221g	1.80E7	2	Re surface	
88Ra	Ra221g	6.60E7	2	Re surface	
87Fr	Fr224g	2.20E6	2	Re surface	
87Fr	Fr224g	2.20E6	2	Re surface	
88Ra	Ra224g	1.40E8	2	Re surface	
87Fr	Fr224g	2.20E6	2	Re surface	
87Fr	Fr224g	2.20E6	2	Re surface	
88Ra	Ra224g	1.40E8	2	Re surface	
89Ac	Ac225g	8.60E5	2	Re surface	
87Fr	Fr225g	1.00E6	2	Re surface	
89Ac	Ac225g	8.60E5	2	Re surface	
87Fr	Fr225g	1.00E6	2	Re surface	
88Ra	Ra223g	4.10E7	2	Re surface	
87Fr	Fr223g	3.20E6	2	Re surface	
88Ra	Ra223g	4.10E7	2	Re surface	
87Fr	Fr223g	3.20E6	2	Re surface	
88Ra	Ra223g	3.00E7	2	Re surface	
88Ra	Ra223g	3.00E7	2	Re surface	
87Fr	Fr225g	9.70E5	2	Re surface	
87Fr	Fr225g	9.70E5	2	Re surface	
87Fr	Fr200g	1.80E-1	9	Re surface	
87Fr	Fr201g	2.00E0	9	Re surface	
87Fr	Fr202g	9.20E2	9	Re surface	
87Fr	Fr203g	1.50E4	9	Re surface	
87Fr	Fr204g	3.20E5	9	Re surface	
87Fr	Fr204m1	7.70E4	9	Re surface	
87Fr	Fr205g	5.40E6	9	Re surface	
87Fr	Fr206g	7.00E7	9	Re surface	
87Fr	Fr206m1	1.60E6	9	Re surface	
87Fr	Fr207g	1.10E8	9	Re surface	
87Fr	Fr207g	3.80E7	9	Re surface	
87Fr	Fr208g	2.40E8	9	Re surface	
88Ra	Ra208g	4.50E4	9	Re surface	
87Fr	Fr209g	5.00E8	9	Re surface	
88Ra	Ra209g	1.00E6	9	Re surface	
87Fr	Fr210g	4.20E8	9	Re surface	
87Fr	Fr210g	8.80E8	9	Re surface	
88Ra	Ra210g	3.10E6	9	Re surface	
87Fr	Fr211g	1.30E9	9	Re surface	
87Fr	Fr211g	3.70E8	9	Re surface	
88Ra	Ra211g	2.40E7	9	Re surface	
87Fr	Fr212g	9.30E8	9	Re surface	
87Fr	Fr212g	9.90E8	9	Re surface	
88Ra	Ra212g	4.60E7	9	Re surface	
88Ra	Ra213g	3.30E8	9	Re surface	
87Fr	Fr213g	1.20E9	9	Re surface	
87Fr	Fr214g	1.00E6	9	Re surface	
87Fr	Fr214m1	1.50E5	9	Re surface	
88Ra	Ra214g	1.90E7	9	Re surface	
11Na	Na26g	6.80E6	9	Re surface	
11Na	Na26g	5.70E6	9	Re surface	
11Na	Na29g	1.90E5	9	Re surface	
11Na	Na30g	4.00E4	9	Re surface	
11Na	Na31g	3.40E3	9	Re surface	
11Na	Na32g	1.30E2	9	Re surface	
13Al	Al29g	2.00E6	9	TRILIS	
13Al	Al30g	3.00E5	9	TRILIS	
13Al	Al31g	6.20E4	9	TRILIS	
13Al	Al31g	6.70E4	9	TRILIS	
13Al	Al32g	1.10E3	9	TRILIS	
13Al	Al33g	6.80E2	9	TRILIS	
13Al	Al34g	1.00E2	9	TRILIS	
13Al	Al35g	3.10E1	9	TRILIS	
89Ac	Ac226g	1.30E5	0	TRILIS	p+ off; 1755 uAh on target
89Ac	Ac225g	2.10E6	0	TRILIS	p+ off; 1755 uAh on target
89Ac	Ac225g	2.10E6	0	TRILIS	p+ off; 1755 uAh on target
89Ac	Ac225g	2.40E6	0	TRILIS	p+ off; 1755 uAh on target
88Ra	Ra224g	8.50E6	0	Re surface	p+ off; 1755 uAh on target
38Sr	Sr96g	5.40E5	9	TRILIS	
38Sr	Sr95g	7.20E7	9	TRILIS	
37Rb	Rb95g	1.20E7	9	Re surface	
38Sr	Sr95g	1.40E9	9	TRILIS	
37Rb	Rb95g	4.90E7	9	Re surface	
38Sr	Sr95g	2.30E8	9	Re surface	
37Rb	Rb95g	6.00E7	9	Re surface	
38Sr	Sr96g	5.60E7	9	TRILIS	
37Rb	Rb96g	1.20E7	9	Re surface	
37Rb	Rb96g	1.10E7	9	Re surface	
38Sr	Sr96g	2.60E7	9	Re surface	
48Cd	Cd124g	1.70E5	9	IG-LIS	
48Cd	Cd124g	2.70E5	9	IG-LIS	
48Cd	Cd125m1	5.80E4	9	IG-LIS	
48Cd	Cd125g	1.70E4	9	IG-LIS	
48Cd	Cd126g	3.00E4	9	IG-LIS	
48Cd	Cd126g	4.20E4	9	IG-LIS	
48Cd	Cd127g	1.50E4	9	IG-LIS	
48Cd	Cd128g	4.00E3	9	IG-LIS	
48Cd	Cd129g	2.40E2	9	IG-LIS	
48Cd	Cd130g	6.00E1	9	IG-LIS	
85At	At217g	2.00E1	9	IG-LIS	
85At	At218g	3.80E1	9	IG-LIS	
85At	At219g	1.40E1	9	IG-LIS	
85At	At199g	7.90E2	9	IG-LIS	
85At	At212g	5.30E4	9	IG-LIS	
12Mg	Mg27g	1.60E7	9	TRILIS	
12Mg	Mg29g	2.60E6	9	TRILIS	
12Mg	Mg30g	2.30E6	9	TRILIS	
12Mg	Mg32g	1.30E5	9	TRILIS	
12Mg	Mg33g	3.00E4	9	TRILIS	
12Mg	Mg35g	2.60E1	9	TRILIS	
31Ga	Ga79g	4.10E6	9	TRILIS	
31Ga	Ga78g	8.30E6	9	TRILIS	
31Ga	Ga80g	9.30E5	9	TRILIS	
37Rb	Rb80g	8.50E6	9	Re surface	
31Ga	Ga80g	8.10E5	9	TRILIS	
12Mg	Mg34g	4.20E3	9	TRILIS	
37Rb	Rb82g	8.80E6	9	Re surface	
37Rb	Rb82g	1.00E7	9	Re surface	
37Rb	Rb82m1	1.30E8	9	Re surface	
55Cs	Cs129g	2.90E9	8	Re surface	
49In	In129g	4.20E5	8	Re surface	
49In	In131g	3.40E4	8	Re surface	
49In	In132g	6.30E3	8	Re surface	
49In	In132g	7.90E3	8	Re surface	
49In	In133g	8.20E2	8	Re surface	
55Cs	Cs128g	1.90E8	8	Re surface	
55Cs	Cs127g	1.20E8	8	Re surface	
55Cs	Cs126g	3.20E7	8	Re surface	
55Cs	Cs125g	5.00E6	8	Re surface	
55Cs	Cs124m1	3.50E4	8	Re surface	
55Cs	Cs124g	8.70E5	8	Re surface	
55Cs	Cs123g	1.30E5	8	Re surface	
49In	In123g	3.60E6	8	Re surface	
49In	In123m1	1.80E5	8	Re surface	
55Cs	Cs138g	2.80E8	8	Re surface	
55Cs	Cs138m1	5.90E8	8	Re surface	
55Cs	Cs139g	6.40E8	8	Re surface	
55Cs	Cs140g	3.60E8	8	Re surface	
55Cs	Cs141g	4.30E8	8	Re surface	
55Cs	Cs142g	1.70E8	8	Re surface	
55Cs	Cs143g	1.20E8	8	Re surface	
55Cs	Cs144g	1.10E7	8	Re surface	
55Cs	Cs145g	4.60E6	8	Re surface	
55Cs	Cs146g	3.30E5	8	Re surface	
56Ba	Ba147g	9.40E4	8	Re surface	
55Cs	Cs147g	8.30E4	8	Re surface	
55Cs	Cs148g	2.40E3	8	Re surface	
55Cs	Cs149g	1.10E2	8	Re surface	
87Fr	Fr222g	4.80E6	8	Re surface	
87Fr	Fr225g	4.70E5	8	Re surface	
87Fr	Fr226g	2.90E5	8	Re surface	
87Fr	Fr226g	6.60E5	8	Re surface	
87Fr	Fr227g	1.60E5	8	Re surface	
87Fr	Fr227g	2.70E5	8	Re surface	
88Ra	Ra227g	1.50E6	8	Re surface	
87Fr	Fr228g	9.20E4	8	Re surface	
87Fr	Fr228g	4.80E4	8	Re surface	
88Ra	Ra229g	1.20E6	8	Re surface	
87Fr	Fr229g	1.70E4	8	Re surface	
87Fr	Fr230g	2.60E3	8	Re surface	
88Ra	Ra231g	1.50E5	8	Re surface	
88Ra	Ra233g	4.20E3	8	Re surface	
89Ac	Ac233g	7.20E3	8	Re surface	
88Ra	Ra222g	2.50E7	8	Re surface	
87Fr	Fr221g	3.70E7	0	Re surface	
87Fr	Fr221g	2.90E7	8	Re surface	
88Ra	Ra221g	2.20E8	8	Re surface	
88Ra	Ra221g	1.90E8	8	Re surface	
87Fr	Fr220g	2.70E7	8	Re surface	
88Ra	Ra220g	6.10E5	8	Re surface	
87Fr	Fr219g	8.70E6	8	Re surface	
87Fr	Fr218m1	4.30E6	8	Re surface	
88Ra	Ra214g	3.00E7	8	Re surface	
87Fr	Fr214g	2.80E6	8	Re surface	
87Fr	Fr214m1	4.10E5	8	Re surface	
87Fr	Fr213g	2.50E8	8	Re surface	
88Ra	Ra213g	1.60E8	8	Re surface	
87Fr	Fr212g	2.40E8	8	Re surface	
88Ra	Ra212g	4.10E7	8	Re surface	
87Fr	Fr212g	2.50E8	8	Re surface	
87Fr	Fr211g	7.60E7	8	Re surface	
87Fr	Fr211g	2.20E8	8	Re surface	
88Ra	Ra211g	2.20E7	8	Re surface	
88Ra	Ra210g	3.70E6	8	Re surface	
87Fr	Fr210g	1.30E8	8	Re surface	
87Fr	Fr210g	9.20E7	8	Re surface	
87Fr	Fr209g	5.10E7	8	Re surface	
88Ra	Ra209g	8.90E5	8	Re surface	
87Fr	Fr208g	2.20E7	8	Re surface	
88Ra	Ra208g	4.40E4	8	Re surface	
87Fr	Fr206g	7.40E6	8	Re surface	
87Fr	Fr205g	7.10E5	8	Re surface	
87Fr	Fr204g	4.80E4	8	Re surface	
87Fr	Fr203g	8.20E3	8	Re surface	
87Fr	Fr202g	8.10E2	8	Re surface	
87Fr	Fr207g	1.20E7	8	Re surface	
55Cs	Cs130m1	3.00E8	8	Re surface	
55Cs	Cs130g	5.10E9	8	Re surface	
49In	In130g	3.20E4	8	Re surface	
49In	In130m1	6.30E4	8	Re surface	
49In	In130m2	7.00E4	8	Re surface	
94Pu	Pu239g	1.00E7	0	TRILIS	IIS implantation; p+ off; total beam on target 4560 uAh
38Sr	Sr94g	7.50E6	8	TRILIS	94Sr15+
38Sr	Sr94g	9.90E8	8	TRILIS	
87Fr	Fr202g	8.90E2	8	Re surface	
87Fr	Fr203g	6.10E3	8	Re surface	
87Fr	Fr204g	2.00E5	8	Re surface	
87Fr	Fr205g	4.00E6	8	Re surface	
87Fr	Fr206g	5.40E7	8	Re surface	
87Fr	Fr207g	8.80E7	8	Re surface	
87Fr	Fr208g	1.40E8	8	Re surface	
87Fr	Fr209g	4.00E8	8	Re surface	
87Fr	Fr210g	4.50E8	8	Re surface	
87Fr	Fr211g	1.00E9	8	Re surface	
87Fr	Fr212g	7.90E8	8	Re surface	
87Fr	Fr213g	1.10E9	8	Re surface	
87Fr	Fr214g	1.90E6	8	Re surface	
87Fr	Fr219g	8.30E6	8	Re surface	
87Fr	Fr220g	1.00E8	8	Re surface	
87Fr	Fr221g	3.50E7	8	Re surface	
88Ra	Ra208g	5.50E4	8	Re surface	
88Ra	Ra209g	4.20E6	8	Re surface	
88Ra	Ra211g	2.70E7	8	Re surface	
88Ra	Ra212g	5.20E7	8	Re surface	
88Ra	Ra213g	2.40E8	8	Re surface	
88Ra	Ra214g	2.60E7	8	Re surface	
37Rb	Rb98g	3.80E6	8	Re surface	
37Rb	Rb98m1	4.30E5	8	Re surface	
38Sr	Sr98g	2.70E6	8	Re surface	includes decay from 98Rb
55Cs	Cs138g	2.80E8	9	Re surface	
55Cs	Cs138m1	7.30E8	9	Re surface	
49In	In124m1	6.60E6	9	Re surface	
49In	In124g	2.40E6	9	Re surface	
55Cs	Cs124g	1.80E7	9	Re surface	
55Cs	Cs124m1	8.40E5	9	Re surface	
11Na	Na26g	1.90E6	9	Re surface	
11Na	Na24g	8.90E5	9	Re surface	
11Na	Na24m1	7.40E4	9	Re surface	
47Ag	Ag120g	2.40E4	9	Re surface	
11Na	Na24g	4.30E6	9	Re surface	
11Na	Na24m1	1.80E5	9	Re surface	
37Rb	Rb88g	7.30E9	9	Re surface	
37Rb	Rb92g	3.10E8	9	Re surface	
38Sr	Sr92g	8.20E8	9	Re surface	
37Rb	Rb93g	1.90E9	9	Re surface	
38Sr	Sr93g	3.80E9	9	Re surface	
37Rb	Rb94g	3.10E8	9	Re surface	
38Sr	Sr94g	1.60E9	9	Re surface	
37Rb	Rb94g	8.30E8	9	Re surface	
37Rb	Rb95g	6.70E7	9	Re surface	
37Rb	Rb95g	1.90E8	9	Re surface	
38Sr	Sr95g	7.00E8	9	Re surface	
37Rb	Rb96g	1.20E7	9	Re surface	
38Sr	Sr96g	4.40E6	9	Re surface	
37Rb	Rb97g	2.30E7	9	Re surface	
38Sr	Sr97g	2.10E7	9	Re surface	
37Rb	Rb98g	3.40E6	9	Re surface	
37Rb	Rb98m1	9.00E5	9	Re surface	
38Sr	Sr98g	4.00E6	9	Re surface	
37Rb	Rb99g	4.80E4	9	Re surface	
38Sr	Sr99g	3.70E4	9	Re surface	
37Rb	Rb100g	1.70E4	9	Re surface	
38Sr	Sr100g	2.30E4	9	Re surface	
37Rb	Rb101g	1.00E3	9	Re surface	
38Sr	Sr101g	2.60E3	9	Re surface	
81Tl	Tl191m1	1.20E5	9	TRILIS	
81Tl	Tl191m1	4.80E4	9	TRILIS	
81Tl	Tl190m1	6.80E5	9	TRILIS	
81Tl	Tl190g	4.00E5	9	TRILIS	
87Fr	Fr218m1	3.00E6	9	Re surface	
87Fr	Fr218m1	3.90E6	9	Re surface	
87Fr	Fr219g	8.20E6	9	Re surface	
87Fr	Fr219g	8.50E6	9	Re surface	
87Fr	Fr220g	3.30E7	9	Re surface	
87Fr	Fr220g	9.80E7	9	Re surface	
88Ra	Ra221g	3.70E8	9	Re surface	
88Ra	Ra221g	3.00E8	9	Re surface	
87Fr	Fr221g	1.00E8	9	Re surface	
87Fr	Fr214g	2.10E6	9	Re surface	
88Ra	Ra214g	7.20E7	9	Re surface	
87Fr	Fr213g	8.60E8	9	Re surface	
88Ra	Ra213g	4.30E8	9	Re surface	
87Fr	Fr212g	6.70E8	9	Re surface	
87Fr	Fr212g	1.20E9	9	Re surface	
88Ra	Ra212g	9.40E7	9	Re surface	
87Fr	Fr211g	1.30E9	9	Re surface	
87Fr	Fr211g	5.50E8	9	Re surface	
88Ra	Ra211g	4.40E7	9	Re surface	
87Fr	Fr210g	9.10E8	9	Re surface	
87Fr	Fr210g	6.50E8	9	Re surface	
88Ra	Ra210g	8.90E6	9	Re surface	
88Ra	Ra209g	3.20E6	9	Re surface	
87Fr	Fr209g	5.90E8	9	Re surface	
88Ra	Ra208g	1.80E5	9	Re surface	
87Fr	Fr208g	2.60E8	9	Re surface	
87Fr	Fr207g	1.30E8	9	Re surface	
87Fr	Fr206g	3.30E7	9	Re surface	
87Fr	Fr206m1	6.40E5	9	Re surface	
87Fr	Fr205g	6.00E6	9	Re surface	
87Fr	Fr204g	4.20E5	9	Re surface	
87Fr	Fr204m1	8.40E4	9	Re surface	
87Fr	Fr203g	4.10E4	9	Re surface	
87Fr	Fr202g	1.50E3	9	Re surface	
87Fr	Fr202g	1.50E3	9	Re surface	
87Fr	Fr202g	6.00E2	9	Re surface	
87Fr	Fr203g	7.30E3	9	Re surface	
87Fr	Fr204g	1.00E5	9	Re surface	
87Fr	Fr204m1	3.60E4	9	Re surface	
87Fr	Fr205g	1.60E6	9	Re surface	
87Fr	Fr206g	7.30E6	9	Re surface	
87Fr	Fr206m1	1.50E5	9	Re surface	
87Fr	Fr207g	2.40E7	9	Re surface	
87Fr	Fr208g	5.00E7	9	Re surface	
87Fr	Fr209g	1.10E8	9	Re surface	
87Fr	Fr210g	1.50E8	9	Re surface	
87Fr	Fr210g	1.10E8	9	Re surface	
87Fr	Fr211g	1.70E8	9	Re surface	
87Fr	Fr211g	6.70E7	9	Re surface	
87Fr	Fr212g	1.70E8	9	Re surface	
87Fr	Fr212g	1.80E8	9	Re surface	
87Fr	Fr213g	2.60E8	9	Re surface	
87Fr	Fr214g	6.40E5	9	Re surface	
87Fr	Fr214m1	2.10E5	9	Re surface	
87Fr	Fr218m1	1.10E6	9	Re surface	
87Fr	Fr219g	8.00E6	9	Re surface	
87Fr	Fr220g	2.20E7	9	Re surface	
87Fr	Fr220g	6.40E7	9	Re surface	
87Fr	Fr221g	1.20E8	9	Re surface	
88Ra	Ra207g	4.10E3	9	Re surface	
88Ra	Ra208g	2.20E4	9	Re surface	
88Ra	Ra209g	5.20E5	9	Re surface	
88Ra	Ra210g	1.30E6	9	Re surface	
88Ra	Ra211g	6.20E6	9	Re surface	
88Ra	Ra212g	1.60E7	9	Re surface	
88Ra	Ra213g	1.10E8	9	Re surface	
88Ra	Ra214g	1.40E7	9	Re surface	
88Ra	Ra221g	1.40E8	9	Re surface	
88Ra	Ra221g	2.00E8	9	Re surface	
11Na	Na32g	8.30E0	9	Re surface	
19K	K51g	1.00E3	9	Re surface	
19K	K51g	1.00E3	9	Re surface	
13Al	Al30g	3.90E5	9	TRILIS	
13Al	Al31g	1.20E5	9	TRILIS	
13Al	Al31g	8.60E4	9	TRILIS	
13Al	Al32g	1.40E3	9	TRILIS	
13Al	Al32g	1.70E3	9	TRILIS	
