Isotope	State	Intensity (pps)	Proton current	Ion source	Info
55Cs	Cs124m1	1.60E4	40	Re surface	124mCs15+
55Cs	Cs124m1	1.50E4	40	Re surface	124mCs17+
55Cs	Cs124m1	1.30E4	40	Re surface	124mCs19+
55Cs	Cs124m1	5.80E3	40	Re surface	124mCs21+
55Cs	Cs124m1	3.10E3	40	Re surface	124mCs22+
55Cs	Cs124g	5.00E5	40	Re surface	124gCs12+
55Cs	Cs124g	6.40E5	40	Re surface	124gCs13+
37Rb	Rb80g	6.60E7	40	Re surface	
37Rb	Rb80g	1.40E5	40	Re surface	80Rb9+
37Rb	Rb80g	2.20E5	40	Re surface	80Rb10+
37Rb	Rb80g	3.40E5	40	Re surface	80Rb11+
37Rb	Rb80g	6.90E5	40	Re surface	80Rb12+
37Rb	Rb80g	6.20E5	40	Re surface	80Rb13+
37Rb	Rb80g	3.00E5	40	Re surface	80Rb14+
37Rb	Rb80g	1.90E5	40	Re surface	80Rb15+
37Rb	Rb80g	8.90E4	40	Re surface	80Rb16+
37Rb	Rb80g	4.70E4	40	Re surface	80Rb17+
47Ag	Ag115m1	1.90E3	40	TRILIS	
47Ag	Ag116m1	7.00E2	40	TRILIS	
47Ag	Ag115g	6.50E4	40	TRILIS	
49In	In112m1	8.80E6	40	Re surface	
49In	In115m1	1.20E5	40	Re surface	
49In	In116m1	1.40E6	40	Re surface	
49In	In116m2	6.50E4	40	Re surface	
49In	In112g	2.00E6	40	Re surface	
49In	In116g	4.30E4	40	Re surface	
47Ag	Ag112g	5.30E6	40	TRILIS	
31Ga	Ga74m1	1.00E3	40	Re surface	
31Ga	Ga72g	6.00E6	40	Re surface	
31Ga	Ga73g	5.80E6	40	Re surface	
31Ga	Ga74g	2.30E5	40	Re surface	
31Ga	Ga75g	3.40E4	40	Re surface	
31Ga	Ga76g	7.10E3	40	Re surface	
19K	K46g	4.50E6	40	Re surface	
19K	K47g	5.10E5	40	Re surface	
19K	K48g	9.10E3	40	Re surface	
19K	K49g	2.00E3	40	Re surface	
19K	K50g	1.30E2	40	Re surface	
37Rb	Rb78m1	1.80E6	40	Re surface	
37Rb	Rb81m1	1.20E8	40	Re surface	
37Rb	Rb82m1	7.60E8	40	Re surface	
37Rb	Rb84m1	1.10E9	40	Re surface	
37Rb	Rb86m1	4.70E8	40	Re surface	
37Rb	Rb90m1	1.10E7	40	Re surface	
37Rb	Rb76g	1.50E3	40	Re surface	
37Rb	Rb77g	1.60E5	40	Re surface	
37Rb	Rb78g	7.50E5	40	Re surface	
37Rb	Rb79g	1.90E7	40	Re surface	
37Rb	Rb80g	6.20E7	40	Re surface	
37Rb	Rb81g	9.10E7	40	Re surface	
37Rb	Rb82g	5.80E9	40	Re surface	
37Rb	Rb88g	1.80E8	40	Re surface	
37Rb	Rb89g	6.20E7	40	Re surface	
37Rb	Rb91g	2.10E6	40	Re surface	
37Rb	Rb92g	2.00E4	40	Re surface	
37Rb	Rb93g	2.40E4	40	Re surface	
37Rb	Rb94g	7.70E2	40	Re surface	
37Rb	Rb95g	6.00E1	40	Re surface	
38Sr	Sr83m1	4.30E5	40	Re surface	
38Sr	Sr85m1	1.70E7	40	Re surface	
38Sr	Sr87m1	9.40E7	40	Re surface	
38Sr	Sr81g	1.80E6	40	Re surface	
38Sr	Sr85g	1.90E8	40	Re surface	
39Y	Y89m1	5.00E2	40	Re surface	89mY16O
4Be	Be10g	3.10E7	40	TRILIS	
